cycle_index,t_ms,pixel_width
-1,0.002,50
-1,4.297,50
-1,8.127,50
-1,11.402,50
-1,14.217,50
-1,17.480,50
-1,20.550,50
-1,23.549,50
-1,26.678,50
-1,30.498,50
-1,33.698,50
-1,37.059,50
-1,40.164,50
-1,43.117,50
-1,46.704,50
-1,50.152,50
-1,53.067,50
-1,55.936,50
-1,58.939,50
-1,62.254,50
-1,65.564,50
-1,69.290,50
-1,72.232,50
-1,75.365,50
-1,83.584,50
-1,86.914,55
-1,90.271,55
-1,93.271,55
-1,96.172,55
-1,99.589,55
-1,102.619,55
-1,105.535,55
-1,108.725,55
-1,111.929,55
-1,115.077,55
-1,118.478,55
-1,121.741,55
-1,124.876,55
-1,128.209,55
-1,131.074,55
-1,134.443,55
-1,137.663,55
-1,140.741,55
-1,143.647,55
-1,146.526,55
-1,149.874,55
-1,152.751,55
-1,155.608,55
-1,158.668,55
-1,161.890,55
-1,165.169,55
-1,168.546,55
-1,171.639,55
-1,174.637,55
-1,177.731,55
-1,180.682,55
-1,184.062,55
-1,187.379,55
-1,190.469,55
-1,193.840,55
-1,196.929,55
-1,200.382,55
-1,203.364,55
-1,206.288,55
-1,209.516,55
-1,212.559,55
-1,216.053,55
-1,223.145,55
-1,226.335,55
-1,229.263,55
-1,232.382,55
-1,235.517,55
-1,238.736,55
-1,241.815,55
-1,245.021,55
-1,247.884,59
-1,251.330,59
-1,254.293,59
-1,257.191,59
-1,260.310,59
-1,263.486,59
-1,266.877,59
-1,269.830,59
-1,272.940,59
-1,275.929,59
-1,283.085,59
-1,286.322,59
-1,289.401,59
-1,292.442,59
-1,295.575,59
-1,299.301,59
-1,302.337,59
-1,305.911,59
-1,309.255,59
-1,312.580,59
-1,316.037,59
-1,319.100,59
-1,322.157,59
-1,325.164,59
-1,328.389,59
-1,331.266,59
-1,334.811,59
-1,338.009,59
-1,340.978,59
-1,343.998,59
-1,347.009,59
-1,350.280,59
-1,353.240,59
-1,356.209,59
-1,359.144,59
-1,362.300,59
-1,365.650,59
-1,368.739,59
-1,371.863,59
-1,375.037,59
-1,378.426,59
-1,381.254,59
-1,384.717,59
-1,388.165,59
-1,391.140,59
-1,394.271,59
-1,397.228,59
-1,400.931,59
-1,403.969,59
-1,406.923,59
-1,409.950,59
-1,412.849,63
-1,416.276,63
-1,419.285,63
-1,422.262,63
-1,425.151,63
-1,428.372,63
-1,431.281,63
-1,435.071,63
-1,438.511,63
-1,441.709,63
-1,444.884,63
-1,447.783,63
-1,451.278,63
-1,454.518,63
-1,457.591,63
-1,460.636,63
-1,463.526,63
-1,466.935,63
-1,469.981,63
-1,473.164,63
-1,476.073,63
-1,479.009,63
-1,482.751,63
-1,486.076,63
-1,489.331,63
-1,492.283,63
-1,495.280,63
-1,498.474,63
-1,501.715,63
-1,504.846,63
-1,507.720,63
-1,510.871,63
-1,513.743,63
-1,517.158,63
-1,520.285,63
-1,523.249,63
-1,526.094,63
-1,528.976,63
-1,532.177,63
-1,535.410,63
-1,542.980,63
-1,545.978,63
-1,549.326,63
-1,552.510,63
-1,555.560,63
-1,558.678,63
-1,562.039,63
-1,565.317,63
-1,568.507,63
-1,571.629,63
-1,574.543,63
-1,577.576,63
-1,580.544,67
-1,583.793,67
-1,586.868,67
-1,589.956,67
-1,593.118,67
-1,596.106,67
-1,599.560,67
-1,602.745,67
-1,605.641,67
-1,609.440,67
-1,612.625,67
-1,616.227,67
-1,624.620,67
-1,627.722,67
-1,630.598,67
-1,633.918,67
-1,637.002,67
-1,639.975,67
-1,643.047,67
-1,646.284,67
-1,649.759,67
-1,652.783,67
-1,655.789,67
-1,658.747,67
-1,661.835,67
-1,664.923,67
-1,668.267,67
-1,671.437,67
-1,674.417,67
-1,677.604,67
-1,680.784,67
-1,685.278,67
-1,688.787,67
-1,692.029,67
-1,695.440,67
-1,698.404,67
-1,701.577,67
-1,704.734,67
-1,707.806,67
-1,710.740,67
-1,713.747,67
-1,717.075,67
-1,719.955,67
-1,722.827,67
-1,725.700,67
-1,728.841,67
-1,732.131,67
-1,735.097,67
-1,738.093,67
-1,741.120,67
-1,743.998,67
-1,746.831,71
-1,750.042,71
-1,753.016,71
-1,755.986,71
-1,759.101,71
-1,762.146,71
-1,765.318,71
-1,768.427,71
-1,771.400,71
-1,774.448,71
-1,777.505,71
-1,780.337,71
-1,783.551,71
-1,786.427,71
-1,789.376,71
-1,792.332,71
-1,795.279,71
-1,798.428,71
-1,801.617,71
-1,804.611,71
-1,807.449,71
-1,810.314,71
-1,814.089,71
-1,817.395,71
-1,820.304,71
-1,823.315,71
-1,826.234,71
-1,829.047,71
-1,832.355,71
-1,835.381,71
-1,838.398,71
-1,841.443,71
-1,844.417,71
-1,849.189,71
-1,852.748,71
-1,855.609,71
-1,858.568,71
-1,861.383,71
-1,864.271,71
-1,867.507,71
-1,870.514,71
-1,873.584,71
-1,876.787,71
-1,879.756,71
-1,883.029,71
-1,886.080,71
-1,889.228,71
-1,892.086,71
-1,895.156,71
-1,898.139,71
-1,901.037,71
-1,903.988,71
-1,906.915,71
-1,910.514,71
-1,913.589,75
-1,916.871,75
-1,919.982,75
-1,923.228,75
-1,926.314,75
-1,929.129,75
-1,932.750,75
-1,935.896,75
-1,939.229,75
-1,942.124,75
-1,945.055,75
-1,949.007,75
-1,952.206,75
-1,955.139,75
-1,957.987,75
-1,960.850,75
-1,963.832,75
-1,967.088,75
-1,970.135,75
-1,973.343,75
-1,976.414,75
-1,979.409,75
-1,982.808,75
-1,985.920,75
-1,988.861,75
-1,991.740,75
-1,994.583,75
-1,997.427,75
-1,1000.620,75
-1,1003.758,75
-1,1006.987,75
-1,1010.052,75
-1,1013.116,75
-1,1016.674,75
-1,1019.716,75
-1,1022.687,75
-1,1025.547,75
-1,1028.629,75
-1,1031.849,75
-1,1035.240,75
-1,1038.390,75
-1,1041.439,75
-1,1044.368,75
-1,1047.291,75
-1,1050.559,75
-1,1053.647,75
-1,1056.722,75
-1,1059.620,75
-1,1062.493,75
-1,1065.716,75
-1,1068.781,75
-1,1071.793,75
-1,1074.854,75
-1,1078.172,75
-1,1081.008,79
-1,1084.454,79
-1,1087.591,79
-1,1090.547,79
-1,1093.631,79
-1,1096.771,79
-1,1099.979,79
-1,1102.885,79
-1,1105.794,79
-1,1108.680,79
-1,1111.685,79
-1,1114.530,79
-1,1117.988,79
-1,1121.319,79
-1,1124.330,79
-1,1127.292,79
-1,1130.237,79
-1,1133.406,79
-1,1136.349,79
-1,1139.295,79
-1,1142.270,79
-1,1145.188,79
-1,1148.793,79
-1,1152.161,79
-1,1155.199,79
-1,1158.275,79
-1,1161.288,79
-1,1164.163,79
-1,1167.448,79
-1,1170.515,79
-1,1173.529,79
-1,1176.499,79
-1,1179.364,79
-1,1182.525,79
-1,1185.497,79
-1,1188.553,79
-1,1191.580,79
-1,1194.492,79
-1,1197.602,79
-1,1200.834,79
-1,1203.894,79
-1,1207.023,79
-1,1210.119,79
-1,1213.994,79
-1,1217.340,79
-1,1220.652,79
-1,1223.745,79
-1,1226.635,79
-1,1229.535,79
-1,1232.865,79
-1,1236.166,79
-1,1239.179,79
-1,1242.270,79
-1,1245.197,79
-1,1249.272,84
-1,1252.727,84
-1,1256.043,84
-1,1259.164,84
-1,1262.257,84
-1,1265.514,84
-1,1268.852,84
-1,1271.739,84
-1,1274.841,84
-1,1277.941,84
-1,1280.949,84
-1,1284.201,84
-1,1287.254,84
-1,1290.153,84
-1,1293.116,84
-1,1295.929,84
-1,1299.619,84
-1,1302.903,84
-1,1306.063,84
-1,1309.126,84
-1,1312.450,84
-1,1315.676,84
-1,1318.677,84
-1,1321.801,84
-1,1324.926,84
-1,1328.035,84
-1,1330.888,84
-1,1334.159,84
-1,1337.306,84
-1,1340.314,84
-1,1343.237,84
-1,1346.130,84
-1,1349.271,84
-1,1352.161,84
-1,1355.386,84
-1,1358.405,84
-1,1361.538,84
-1,1364.481,84
-1,1368.198,84
-1,1371.475,84
-1,1374.630,84
-1,1377.685,84
-1,1380.868,84
-1,1384.180,84
-1,1387.388,84
-1,1390.375,84
-1,1393.293,84
-1,1396.401,84
-1,1399.646,84
-1,1402.634,84
-1,1405.594,84
-1,1408.565,84
-1,1411.770,84
-1,1414.613,88
-1,1417.820,88
-1,1420.832,88
-1,1423.974,88
-1,1426.977,88
-1,1429.914,88
-1,1433.046,88
-1,1436.018,88
-1,1438.927,88
-1,1441.988,88
-1,1445.039,88
-1,1448.559,88
-1,1451.838,88
-1,1454.971,88
-1,1458.083,88
-1,1461.234,88
-1,1464.301,88
-1,1467.989,88
-1,1471.073,88
-1,1474.198,88
-1,1477.177,88
-1,1480.123,88
-1,1483.601,88
-1,1486.681,88
-1,1489.740,88
-1,1492.977,88
-1,1496.124,88
-1,1499.502,88
-1,1502.958,88
-1,1505.971,88
-1,1508.988,88
-1,1511.957,88
-1,1516.499,88
-1,1519.516,88
-1,1522.440,88
-1,1525.263,88
-1,1528.298,88
-1,1531.255,88
-1,1534.551,88
-1,1537.591,88
-1,1540.516,88
-1,1543.380,88
-1,1546.314,88
-1,1549.933,88
-1,1552.873,88
-1,1555.729,88
-1,1558.710,88
-1,1561.906,88
-1,1565.030,88
-1,1568.391,88
-1,1571.585,88
-1,1574.724,88
-1,1577.798,88
-1,1580.770,92
-1,1584.052,92
-1,1587.147,92
-1,1590.020,92
-1,1592.885,92
-1,1595.709,92
-1,1598.881,92
-1,1601.919,92
-1,1604.892,92
-1,1607.811,92
-1,1611.165,92
-1,1614.036,92
-1,1617.265,92
-1,1620.300,92
-1,1623.328,92
-1,1626.426,92
-1,1629.646,92
-1,1632.533,92
-1,1636.205,92
-1,1639.408,92
-1,1642.432,92
-1,1645.418,92
-1,1648.594,92
-1,1652.032,92
-1,1655.263,92
-1,1658.221,92
-1,1661.184,92
-1,1664.030,92
-1,1667.246,92
-1,1670.360,92
-1,1673.469,92
-1,1676.361,92
-1,1679.511,92
-1,1683.278,92
-1,1686.324,92
-1,1689.219,92
-1,1692.138,92
-1,1695.323,92
-1,1699.038,92
-1,1702.174,92
-1,1705.142,92
-1,1707.999,92
-1,1711.057,92
-1,1714.053,92
-1,1717.613,92
-1,1720.610,92
-1,1723.536,92
