cycle_index,t_ms,pixel_width
-1,0.004,71
-1,9.019,76
-1,18.207,76
-1,25.355,76
-1,32.619,76
-1,39.270,76
-1,51.838,76
-1,58.620,76
-1,65.641,76
-1,72.360,76
-1,82.160,76
-1,88.695,76
-1,96.150,76
-1,102.738,76
-1,109.125,76
-1,116.173,76
-1,127.163,76
-1,134.365,76
-1,141.176,76
-1,150.718,76
-1,158.226,76
-1,165.735,76
-1,172.295,81
-1,179.377,81
-1,186.158,81
-1,192.981,81
-1,200.208,81
-1,207.401,81
-1,217.077,81
-1,224.713,81
-1,232.060,81
-1,238.929,81
-1,248.567,81
-1,255.873,81
-1,263.032,81
-1,269.725,81
-1,277.791,81
-1,285.699,81
-1,292.486,81
-1,299.452,81
-1,308.416,81
-1,319.777,81
-1,326.594,81
-1,333.712,81
-1,340.456,86
-1,347.491,86
-1,354.414,86
-1,361.729,86
-1,368.285,86
-1,374.914,86
-1,382.086,86
-1,389.343,86
-1,396.377,86
-1,402.995,86
-1,409.619,86
-1,416.658,86
-1,423.841,86
-1,430.829,86
-1,437.537,86
-1,444.330,86
-1,451.106,86
-1,458.092,86
-1,465.241,86
-1,472.031,86
-1,479.274,86
-1,492.011,86
-1,498.761,86
-1,509.769,91
-1,517.071,91
-1,524.017,91
-1,531.187,91
-1,539.556,91
-1,548.533,91
-1,557.754,91
-1,564.455,91
-1,571.196,91
-1,577.920,91
-1,588.392,91
-1,595.687,91
-1,602.799,91
-1,609.441,91
-1,617.150,91
-1,624.978,91
-1,632.185,91
-1,638.849,91
-1,648.694,91
-1,655.170,91
-1,663.421,91
-1,670.342,91
-1,677.345,96
-1,685.747,96
-1,693.126,96
-1,700.268,96
-1,707.512,96
-1,714.658,96
-1,721.543,96
-1,729.511,96
-1,736.298,96
-1,743.091,96
-1,750.297,96
-1,756.907,96
-1,764.966,96
-1,771.403,96
-1,778.724,96
-1,787.881,96
-1,796.519,96
-1,803.386,96
-1,810.079,96
-1,817.015,96
-1,827.046,96
-1,834.903,96
-1,841.837,101
-1,849.245,101
-1,855.974,101
-1,865.556,101
-1,872.434,101
-1,879.682,101
-1,887.589,101
-1,897.882,101
-1,908.750,101
-1,916.054,101
-1,923.399,101
-1,932.048,101
-1,938.818,101
-1,948.832,101
-1,955.359,101
-1,965.649,101
-1,972.285,101
-1,979.679,101
-1,986.409,101
-1,992.750,101
-1,1001.056,101
-1,1007.585,106
-1,1014.779,106
-1,1021.277,106
-1,1028.544,106
-1,1035.371,106
-1,1042.297,106
-1,1049.510,106
-1,1056.318,106
-1,1063.641,106
-1,1070.402,106
-1,1077.007,106
-1,1084.337,106
-1,1091.026,106
-1,1098.181,106
-1,1107.221,106
-1,1114.429,106
-1,1121.114,106
-1,1127.969,106
-1,1135.484,106
-1,1142.721,106
-1,1150.038,106
-1,1156.628,106
-1,1163.871,106
-1,1170.427,106
-1,1177.316,111
-1,1189.113,111
-1,1195.954,111
-1,1207.770,111
-1,1215.616,111
-1,1222.241,111
-1,1230.080,111
-1,1236.799,111
-1,1247.395,111
-1,1254.735,111
-1,1261.598,111
-1,1271.967,111
-1,1279.540,111
-1,1287.573,111
-1,1294.517,111
-1,1301.398,111
-1,1308.365,111
-1,1315.138,111
-1,1321.844,111
-1,1329.103,111
-1,1334.587,111
-1,1342.914,111
-1,1350.358,116
-1,1357.028,116
-1,1364.250,116
-1,1373.626,116
-1,1380.298,116
-1,1386.792,116
-1,1394.163,116
-1,1400.873,116
-1,1410.649,116
-1,1417.429,116
-1,1424.476,116
-1,1431.982,116
-1,1440.662,116
-1,1447.868,116
-1,1454.745,116
-1,1461.979,116
-1,1468.655,116
-1,1476.157,116
-1,1483.450,116
-1,1489.955,116
-1,1497.196,116
-1,1503.973,116
-1,1512.947,121
-1,1519.752,121
-1,1526.356,121
-1,1534.048,121
-1,1546.547,121
-1,1553.872,121
-1,1560.224,121
-1,1567.354,121
-1,1576.828,121
-1,1584.134,121
-1,1590.679,121
-1,1597.796,121
-1,1607.031,121
-1,1615.598,121
-1,1622.231,121
-1,1628.875,121
-1,1636.126,121
-1,1646.782,121
-1,1654.098,121
-1,1660.516,121
-1,1667.697,121
-1,1675.034,126
-1,1682.811,126
-1,1689.773,126
-1,1696.895,126
-1,1703.790,126
-1,1713.118,126
-1,1720.808,126
-1,1727.464,126
-1,1734.760,126
-1,1741.629,126
-1,1749.747,126
-1,1756.687,126
-1,1764.889,126
-1,1771.394,126
-1,1780.597,126
-1,1787.920,126
-1,1794.424,126
-1,1801.594,126
-1,1808.465,126
-1,1816.822,126
-1,1823.696,126
-1,1831.161,126
-1,1838.344,131
-1,1848.409,131
-1,1856.173,131
-1,1863.792,131
-1,1870.646,131
-1,1877.281,131
-1,1885.501,131
-1,1892.571,131
-1,1899.941,131
-1,1909.320,131
-1,1918.048,131
-1,1924.829,131
-1,1932.216,131
-1,1938.968,131
-1,1948.847,131
-1,1956.667,131
-1,1963.544,131
-1,1970.830,131
-1,1977.480,131
-1,1986.695,131
-1,1993.546,131
-1,2000.809,131
-1,2007.306,136
-1,2014.614,136
-1,2021.399,136
-1,2028.433,136
-1,2035.577,136
-1,2042.551,136
-1,2049.848,136
-1,2056.649,136
-1,2063.758,136
-1,2070.752,136
-1,2077.249,136
-1,2087.461,136
-1,2094.284,136
-1,2101.319,136
-1,2108.101,136
-1,2115.602,136
-1,2123.292,136
-1,2130.425,136
-1,2137.248,136
-1,2147.402,136
-1,2156.117,136
-1,2163.689,136
-1,2170.341,136
-1,2176.956,141
-1,2184.336,141
-1,2191.356,141
-1,2198.515,141
-1,2209.233,141
-1,2216.362,141
-1,2223.384,141
-1,2230.258,141
-1,2236.949,141
-1,2243.592,141
-1,2250.804,141
-1,2257.839,141
-1,2264.860,141
-1,2271.297,141
-1,2277.789,141
-1,2288.756,141
-1,2295.832,141
-1,2303.129,141
-1,2309.790,141
-1,2316.966,141
-1,2324.974,141
-1,2332.365,141
-1,2339.333,146
-1,2347.238,146
-1,2353.924,146
-1,2361.158,146
-1,2368.413,146
-1,2374.979,146
-1,2382.141,146
-1,2388.915,146
-1,2396.684,146
-1,2403.458,146
-1,2410.132,146
-1,2417.195,146
-1,2426.942,146
-1,2433.984,146
-1,2440.574,146
-1,2448.402,146
-1,2454.814,146
-1,2465.963,146
-1,2472.935,146
-1,2480.169,146
-1,2486.649,146
-1,2495.856,146
-1,2502.605,146
-1,2509.327,151
-1,2516.444,151
-1,2523.560,151
-1,2531.921,151
-1,2538.506,151
-1,2547.913,151
-1,2555.031,151
-1,2565.752,151
-1,2572.514,151
-1,2579.687,151
-1,2587.042,151
-1,2594.025,151
-1,2600.930,151
-1,2607.331,151
-1,2614.582,151
-1,2621.220,151
-1,2630.968,151
-1,2637.566,151
-1,2644.146,151
-1,2651.142,151
-1,2657.723,151
-1,2666.367,151
-1,2673.512,156
-1,2680.664,156
-1,2687.197,156
-1,2694.243,156
-1,2701.313,156
-1,2707.833,156
-1,2715.044,156
-1,2721.446,156
-1,2728.434,156
-1,2735.383,156
-1,2742.259,156
-1,2750.114,156
-1,2756.715,156
-1,2767.310,156
-1,2774.004,156
-1,2781.187,156
-1,2787.806,156
-1,2795.130,156
-1,2802.185,156
-1,2809.178,156
-1,2816.558,156
-1,2823.188,156
-1,2830.710,156
-1,2837.414,156
-1,2847.265,161
-1,2854.217,161
-1,2861.390,161
-1,2868.919,161
-1,2875.980,161
-1,2883.372,161
-1,2890.239,161
-1,2897.181,161
-1,2906.957,161
-1,2914.186,161
-1,2921.124,161
-1,2928.090,161
-1,2936.895,161
-1,2947.433,161
-1,2956.636,161
-1,2965.823,161
-1,2972.918,161
-1,2979.990,161
-1,2987.296,161
-1,2994.419,161
-1,3001.038,161
-1,3009.930,161
-1,3016.874,166
-1,3023.492,166
-1,3030.767,166
-1,3038.776,166
-1,3045.952,166
-1,3053.367,166
-1,3060.486,166
-1,3067.598,166
-1,3074.738,166
-1,3082.161,166
-1,3089.038,166
-1,3096.207,166
-1,3103.307,166
-1,3110.683,166
-1,3117.814,166
-1,3124.531,166
-1,3131.909,166
-1,3141.468,166
-1,3148.873,166
-1,3155.569,166
-1,3162.665,166
-1,3169.412,166
-1,3176.532,171
-1,3188.039,171
-1,3195.066,171
-1,3202.051,171
-1,3209.159,171
-1,3216.451,171
-1,3223.436,171
-1,3230.847,171
-1,3237.647,171
-1,3246.237,171
-1,3253.090,171
-1,3259.797,171
-1,3266.927,171
-1,3277.211,171
-1,3284.351,171
-1,3290.847,171
-1,3297.983,171
-1,3308.872,171
-1,3315.315,171
-1,3322.066,171
-1,3329.295,171
-1,3336.002,171
-1,3344.275,176
-1,3351.468,176
-1,3358.723,176
-1,3365.620,176
-1,3372.636,176
-1,3380.636,176
-1,3387.353,176
-1,3394.463,176
-1,3401.174,176
-1,3407.897,176
-1,3415.774,176
-1,3422.345,176
-1,3429.486,176
-1,3436.090,176
-1,3447.362,176
-1,3456.215,176
-1,3466.177,176
-1,3473.196,176
-1,3482.331,176
-1,3489.188,176
-1,3496.354,176
-1,3502.970,176
-1,3509.633,180
-1,3517.855,180
-1,3524.445,180
-1,3531.710,180
-1,3538.525,180
-1,3545.684,180
-1,3552.798,180
-1,3559.505,180
-1,3566.800,180
-1,3573.565,180
-1,3584.033,180
-1,3590.970,180
-1,3598.187,180
-1,3605.110,180
-1,3612.388,180
-1,3619.531,180
-1,3626.280,180
-1,3633.687,180
-1,3640.534,180
-1,3647.684,180
-1,3654.812,180
-1,3662.577,180
-1,3669.389,180
0,3676.110,0
0,3686.178,0
0,3692.848,0
0,3700.165,0
0,3706.782,0
0,3713.958,0
0,3720.754,0
0,3728.088,0
0,3735.111,0
0,3742.116,0
0,3749.437,0
0,3756.368,0
0,3765.288,0
0,3771.834,0
0,3779.018,0
0,3786.621,0
0,3793.139,0
0,3800.560,0
0,3807.225,0
0,3814.638,0
0,3822.894,0
0,3830.065,0
0,3836.689,0
0,3847.379,4
0,3855.407,4
0,3862.828,4
0,3869.643,4
0,3876.501,4
0,3883.939,4
0,3890.969,4
0,3898.044,4
0,3908.961,4
0,3916.141,4
0,3922.996,4
0,3930.261,4
0,3937.060,4
0,3947.073,4
0,3957.063,4
0,3966.313,4
0,3973.170,4
0,3980.495,4
0,3987.234,4
0,3994.351,4
0,4002.010,4
0,4009.024,9
0,4016.432,9
0,4024.869,9
0,4031.973,9
0,4038.654,9
0,4045.537,9
0,4052.395,9
0,4059.934,9
0,4067.171,9
0,4073.696,9
0,4081.119,9
0,4087.998,9
0,4094.949,9
0,4102.258,9
0,4109.110,9
0,4116.466,9
0,4123.419,9
0,4131.735,9
0,4138.577,9
0,4147.236,9
0,4154.237,9
0,4162.788,9
0,4169.739,9
0,4176.443,14
0,4183.928,14
0,4190.817,14
0,4198.712,14
0,4205.663,14
0,4212.949,14
0,4219.612,14
0,4229.797,14
0,4237.317,14
0,4247.398,14
0,4254.454,14
0,4265.134,14
0,4272.835,14
0,4280.253,14
0,4286.733,14
0,4298.268,14
0,4305.212,14
0,4312.948,14
0,4319.677,14
0,4326.633,14
0,4335.239,14
0,4342.506,19
0,4349.980,19
0,4356.819,19
0,4365.824,19
0,4373.656,19
0,4380.967,19
0,4387.576,19
0,4394.858,19
0,4402.277,19
0,4409.376,19
0,4416.715,19
0,4423.801,19
0,4430.795,19
0,4437.588,19
0,4446.828,19
0,4454.085,19
0,4460.751,19
0,4469.017,19
0,4475.841,19
0,4483.448,19
0,4490.598,19
0,4501.015,19
0,4507.594,24
0,4515.374,24
0,4522.371,24
0,4530.215,24
0,4537.187,24
0,4547.465,24
0,4554.911,24
0,4562.213,24
0,4569.021,24
0,4576.786,24
0,4583.929,24
0,4590.548,24
0,4597.746,24
0,4606.319,24
0,4613.192,24
0,4619.789,24
0,4627.117,24
0,4637.139,24
0,4643.612,24
0,4650.952,24
0,4657.527,24
0,4665.001,24
0,4672.010,24
0,4679.408,29
0,4686.215,29
0,4693.267,29
0,4700.622,29
0,4707.384,29
0,4714.332,29
0,4721.046,29
0,4728.258,29
0,4734.677,29
0,4742.119,29
0,4749.803,29
0,4756.958,29
0,4764.169,29
0,4772.304,29
0,4779.260,29
0,4786.445,29
0,4793.305,29
0,4800.395,29
0,4807.165,29
0,4814.486,29
0,4821.662,29
0,4827.610,29
0,4834.175,29
0,4841.048,29
0,4848.372,34
0,4853.755,34
0,4859.050,34
0,4864.870,34
0,4873.529,34
0,4880.489,34
0,4886.026,34
0,4891.210,34
0,4897.092,34
0,4902.467,34
0,4909.495,34
0,4915.175,34
0,4920.784,34
0,4925.889,34
0,4931.737,34
0,4937.030,34
0,4944.524,34
0,4951.418,34
0,4957.936,34
0,4964.012,34
0,4969.620,34
0,4976.752,34
0,4983.217,34
0,4989.203,34
0,4995.174,34
0,5000.676,34
0,5009.424,39
0,5015.508,39
0,5021.059,39
0,5026.989,39
0,5032.614,39
0,5038.493,39
0,5046.751,39
0,5052.315,39
0,5057.730,39
0,5063.759,39
0,5069.349,39
0,5077.169,39
0,5083.616,39
0,5089.465,39
0,5096.141,39
