cycle_index,t_ms,pixel_width
-1,0.007,25
-1,8.174,25
-1,16.071,25
-1,25.922,25
-1,33.703,25
-1,41.147,25
-1,47.443,25
-1,57.748,25
-1,64.154,25
-1,72.397,25
-1,80.102,25
-1,87.462,25
-1,95.056,25
-1,102.613,25
-1,109.788,25
-1,117.901,25
-1,127.456,25
-1,134.646,25
-1,142.560,28
-1,149.813,28
-1,157.237,28
-1,166.360,28
-1,174.004,28
-1,182.522,28
-1,190.130,28
-1,197.394,28
-1,203.657,28
-1,210.772,28
-1,218.665,28
-1,224.794,28
-1,233.411,28
-1,241.150,28
-1,249.006,28
-1,255.221,28
-1,263.156,28
-1,271.691,28
-1,279.167,28
-1,287.189,28
-1,297.316,28
-1,303.976,28
-1,312.303,31
-1,320.286,31
-1,331.275,31
-1,340.087,31
-1,349.244,31
-1,355.258,31
-1,365.444,31
-1,373.715,31
-1,381.327,31
-1,388.911,31
-1,397.871,31
-1,404.092,31
-1,411.296,31
-1,419.171,31
-1,426.257,31
-1,435.659,31
-1,441.509,31
-1,449.540,31
-1,457.144,31
-1,469.119,31
-1,475.367,35
-1,483.668,35
-1,491.373,35
-1,502.094,35
-1,509.896,35
-1,517.525,35
-1,527.955,35
-1,535.364,35
-1,543.187,35
-1,550.955,35
-1,558.857,35
-1,569.221,35
-1,576.857,35
-1,584.826,35
-1,592.782,35
-1,603.744,35
-1,611.935,35
-1,620.858,35
-1,629.191,35
-1,637.860,35
-1,645.904,38
-1,654.271,38
-1,662.092,38
-1,670.600,38
-1,677.985,38
-1,686.226,38
-1,693.175,38
-1,701.281,38
-1,709.424,38
-1,717.422,38
-1,724.713,38
-1,732.957,38
-1,740.882,38
-1,749.000,38
-1,757.176,38
-1,765.376,38
-1,775.431,38
-1,783.692,38
-1,794.799,38
-1,801.262,38
-1,810.535,38
-1,818.403,41
-1,826.371,41
-1,833.247,41
-1,843.178,41
-1,851.097,41
-1,859.634,41
-1,868.110,41
-1,876.060,41
-1,884.111,41
-1,889.795,41
-1,896.991,41
-1,904.847,41
-1,913.449,41
-1,921.138,41
-1,929.290,41
-1,937.839,41
-1,946.115,41
-1,952.988,41
-1,960.692,41
-1,967.717,41
-1,977.446,44
-1,986.428,44
-1,996.601,44
-1,1004.152,44
-1,1011.866,44
-1,1019.894,44
-1,1027.394,44
-1,1035.819,44
-1,1044.826,44
-1,1053.703,44
-1,1059.978,44
-1,1067.634,44
-1,1075.321,44
-1,1082.167,44
-1,1089.728,44
-1,1097.899,44
-1,1105.790,44
-1,1113.517,44
-1,1121.509,44
-1,1129.183,44
-1,1137.091,44
-1,1147.361,47
-1,1153.746,47
-1,1161.822,47
-1,1170.507,47
-1,1180.731,47
-1,1187.367,47
-1,1195.309,47
-1,1201.236,47
-1,1209.664,47
-1,1217.395,47
-1,1225.503,47
-1,1233.627,47
-1,1241.560,47
-1,1249.346,47
-1,1256.684,47
-1,1262.702,47
-1,1270.882,47
-1,1276.992,47
-1,1285.665,47
-1,1294.362,47
-1,1301.064,47
-1,1308.605,50
-1,1319.548,50
-1,1326.725,50
-1,1334.365,50
-1,1341.870,50
-1,1352.914,50
-1,1361.292,50
-1,1370.259,50
-1,1377.921,50
-1,1387.224,50
-1,1394.781,50
-1,1403.214,50
-1,1410.692,50
-1,1418.646,50
-1,1426.949,50
-1,1435.418,50
-1,1441.439,50
-1,1450.408,50
-1,1458.237,50
-1,1466.356,50
-1,1475.095,50
-1,1483.764,53
-1,1492.158,53
-1,1499.053,53
-1,1507.309,53
-1,1513.441,53
-1,1522.919,53
-1,1532.128,53
-1,1539.913,53
-1,1547.164,53
-1,1556.241,53
-1,1563.506,53
-1,1571.451,53
-1,1579.232,53
-1,1589.810,53
-1,1597.273,53
-1,1606.018,53
-1,1613.674,53
-1,1625.217,53
-1,1633.465,53
-1,1639.833,56
-1,1648.237,56
-1,1656.359,56
-1,1664.258,56
-1,1670.565,56
-1,1678.214,56
-1,1686.418,56
-1,1694.355,56
-1,1702.929,56
-1,1710.016,56
-1,1718.281,56
-1,1726.112,56
-1,1734.353,56
-1,1742.610,56
-1,1750.808,56
-1,1759.355,56
-1,1767.253,56
-1,1774.536,56
-1,1782.646,56
-1,1794.280,56
-1,1802.522,56
-1,1809.956,59
-1,1818.118,59
-1,1829.019,59
-1,1837.495,59
-1,1844.890,59
-1,1851.113,59
-1,1862.489,59
-1,1870.668,59
-1,1876.657,59
-1,1884.812,59
-1,1895.751,59
-1,1904.208,59
-1,1912.037,59
-1,1919.762,59
-1,1927.462,59
-1,1935.786,59
-1,1943.275,59
-1,1950.679,59
-1,1958.494,59
-1,1966.089,59
-1,1973.307,59
-1,1981.384,63
-1,1991.736,63
-1,2000.887,63
-1,2008.511,63
-1,2015.393,63
-1,2024.700,63
-1,2033.885,63
-1,2041.936,63
-1,2049.864,63
-1,2057.329,63
-1,2066.232,63
-1,2073.907,63
-1,2082.927,63
-1,2090.838,63
-1,2098.713,63
-1,2106.221,63
-1,2113.481,63
-1,2122.466,63
-1,2133.245,63
-1,2141.608,66
-1,2149.119,66
-1,2156.770,66
-1,2169.343,66
-1,2176.500,66
-1,2184.428,66
-1,2191.355,66
-1,2203.460,66
-1,2211.116,66
-1,2219.254,66
-1,2225.058,66
-1,2236.141,66
-1,2243.087,66
-1,2251.709,66
-1,2258.552,66
-1,2266.193,66
-1,2273.323,66
-1,2281.239,66
-1,2289.900,66
-1,2297.685,66
-1,2305.761,66
-1,2311.534,69
-1,2319.331,69
-1,2326.423,69
-1,2341.267,69
-1,2349.278,69
-1,2356.812,69
-1,2365.176,69
-1,2373.249,69
-1,2381.205,69
-1,2389.168,69
-1,2397.037,69
-1,2405.568,69
-1,2412.715,69
-1,2420.743,69
-1,2427.915,69
-1,2436.095,69
-1,2444.501,69
-1,2452.492,69
-1,2460.146,69
-1,2468.232,69
-1,2474.822,72
-1,2483.107,72
-1,2489.453,72
-1,2497.411,72
-1,2506.312,72
-1,2514.025,72
-1,2522.381,72
-1,2528.136,72
-1,2536.530,72
-1,2545.441,72
-1,2552.960,72
-1,2558.645,72
-1,2566.343,72
-1,2572.967,72
-1,2580.630,72
-1,2588.995,72
-1,2596.665,72
-1,2604.572,72
-1,2611.970,72
-1,2618.702,72
-1,2624.215,72
-1,2632.343,72
-1,2638.255,72
-1,2648.982,75
-1,2654.955,75
-1,2662.388,75
-1,2669.834,75
-1,2677.534,75
-1,2685.619,75
-1,2693.095,75
-1,2701.025,75
-1,2711.765,75
-1,2719.869,75
-1,2725.820,75
-1,2733.589,75
-1,2742.505,75
-1,2751.748,75
-1,2759.326,75
-1,2767.182,75
-1,2774.965,75
-1,2781.787,75
-1,2787.571,75
-1,2794.347,75
-1,2802.343,75
-1,2813.502,78
-1,2820.844,78
-1,2828.611,78
-1,2836.367,78
-1,2844.156,78
-1,2853.680,78
-1,2861.590,78
-1,2869.552,78
-1,2875.750,78
-1,2884.161,78
-1,2891.550,78
-1,2899.593,78
-1,2907.175,78
-1,2916.702,78
-1,2924.990,78
-1,2933.196,78
-1,2940.975,78
-1,2951.058,78
-1,2958.337,78
-1,2966.074,78
-1,2973.521,78
-1,2985.267,81
-1,2993.825,81
-1,3001.626,81
-1,3009.893,81
-1,3018.186,81
-1,3025.418,81
-1,3033.147,81
-1,3040.869,81
-1,3052.507,81
-1,3060.719,81
-1,3068.796,81
-1,3076.308,81
-1,3087.481,81
-1,3093.244,81
-1,3101.241,81
-1,3107.151,81
-1,3115.252,81
-1,3124.479,81
-1,3132.669,81
-1,3140.369,81
-1,3152.808,84
-1,3159.584,84
-1,3167.797,84
-1,3175.911,84
-1,3184.302,84
-1,3190.742,84
-1,3198.858,84
-1,3206.986,84
-1,3213.068,84
-1,3220.308,84
-1,3228.052,84
-1,3235.737,84
-1,3243.413,84
-1,3251.608,84
-1,3259.230,84
-1,3267.917,84
-1,3275.731,84
-1,3283.893,84
-1,3292.688,84
-1,3300.967,84
-1,3308.488,87
-1,3317.048,87
-1,3325.718,87
-1,3333.995,87
